ENSEMBL_ID	length
"ENSG00000008086"	17075
"ENSG00000008118"	3328
"ENSG00000008128"	5085
"ENSG00000008130"	5570
"ENSG00000008196"	6155
"ENSG00000008197"	1856
"ENSG00000008226"	8338
"ENSG00000008256"	5808
"ENSG00000008277"	12199
"ENSG00000008282"	2804
"ENSG00000008283"	5296
"ENSG00000008294"	11966
"ENSG00000008300"	13850
"ENSG00000008311"	6664
"ENSG00000008323"	4260
"ENSG00000008324"	1298
"ENSG00000008382"	2049
"ENSG00000008394"	7441
"ENSG00000008405"	4782
"ENSG00000008438"	708
"ENSG00000008441"	6302
"ENSG00000008513"	8852
"ENSG00000008516"	4246
"ENSG00000008517"	3209
"ENSG00000008710"	18532
"ENSG00000008735"	5793
"ENSG00000008838"	6962
"ENSG00000008853"	6580
"ENSG00000008869"	8238
"ENSG00000008952"	7928
"ENSG00000008988"	3002
"ENSG00000009307"	5778
"ENSG00000009335"	9215
"ENSG00000009413"	12425
"ENSG00000009694"	12896
"ENSG00000009709"	6473
"ENSG00000009724"	4251
"ENSG00000009765"	10362
"ENSG00000009780"	4034
"ENSG00000009790"	7750
"ENSG00000009830"	10008
"ENSG00000009844"	7258
"ENSG00000009950"	4815
"ENSG00000009954"	7060
"ENSG00000010017"	3618
"ENSG00000010030"	2374
"ENSG00000010072"	5906
"ENSG00000010165"	3831
"ENSG00000010219"	7054
"ENSG00000010244"	15834
"ENSG00000010256"	3204
"ENSG00000010270"	4348
"ENSG00000010278"	4165
"ENSG00000010282"	2891
"ENSG00000010292"	6470
"ENSG00000010295"	5203
"ENSG00000010310"	5069
"ENSG00000010318"	3364
"ENSG00000010319"	5011
"ENSG00000010322"	9062
"ENSG00000010327"	10588
"ENSG00000010361"	2950
"ENSG00000010379"	4243
"ENSG00000010404"	9294
"ENSG00000010438"	1664
"ENSG00000010539"	7498
"ENSG00000010610"	4557
"ENSG00000010626"	3052
"ENSG00000010671"	4575
"ENSG00000010704"	5675
"ENSG00000010803"	4447
"ENSG00000010810"	7411
"ENSG00000010818"	10655
"ENSG00000010932"	3602
"ENSG00000011007"	5391
"ENSG00000011009"	2021
"ENSG00000011021"	8173
"ENSG00000011028"	6591
"ENSG00000011052"	1241
"ENSG00000011083"	4277
"ENSG00000011105"	6905
"ENSG00000011114"	11333
"ENSG00000011132"	5596
"ENSG00000011143"	4078
"ENSG00000011198"	7549
"ENSG00000011201"	7082
"ENSG00000011243"	5079
"ENSG00000011258"	7184
"ENSG00000011260"	2703
"ENSG00000011275"	7619
"ENSG00000011295"	6054
"ENSG00000011304"	6883
"ENSG00000011332"	4800
"ENSG00000011347"	5953
"ENSG00000011376"	12407
"ENSG00000011405"	9204
"ENSG00000011422"	4457
"ENSG00000011426"	5997
"ENSG00000011451"	9826
"ENSG00000011454"	9151
"ENSG00000011465"	12548
"ENSG00000011478"	2213
"ENSG00000011485"	7059
"ENSG00000011523"	8623
"ENSG00000011566"	6056
"ENSG00000011590"	2739
"ENSG00000011600"	907
"ENSG00000011638"	2558
"ENSG00000011677"	4150
"ENSG00000012048"	9306
"ENSG00000012061"	5576
"ENSG00000012124"	6165
"ENSG00000012171"	5768
"ENSG00000012174"	8945
"ENSG00000012211"	3656
"ENSG00000012223"	4247
"ENSG00000012232"	13220
"ENSG00000012504"	3628
"ENSG00000012660"	3813
"ENSG00000012779"	3730
"ENSG00000012817"	9463
"ENSG00000012822"	8898
"ENSG00000012963"	3509
"ENSG00000012983"	7620
"ENSG00000013016"	4825
"ENSG00000013275"	2387
"ENSG00000013288"	8898
"ENSG00000013293"	10496
"ENSG00000013297"	3732
"ENSG00000013306"	3526
"ENSG00000013364"	6141
"ENSG00000013374"	5411
"ENSG00000013375"	7478
"ENSG00000013392"	3769
"ENSG00000013441"	5170
"ENSG00000013503"	4768
"ENSG00000013523"	6414
"ENSG00000013561"	4988
"ENSG00000013563"	4132
"ENSG00000013573"	8367
"ENSG00000013583"	3428
"ENSG00000013588"	8440
"ENSG00000013619"	5958
"ENSG00000013725"	5958
"ENSG00000013810"	8202
"ENSG00000014123"	4539
"ENSG00000014138"	5568
"ENSG00000014164"	3721
"ENSG00000014216"	7553
"ENSG00000014257"	4280
"ENSG00000014641"	4990
"ENSG00000014824"	7199
"ENSG00000014914"	4572
"ENSG00000014919"	4177
"ENSG00000015133"	12426
"ENSG00000015153"	10839
"ENSG00000015171"	5300
"ENSG00000015285"	2381
"ENSG00000015413"	2737
"ENSG00000015475"	4446
"ENSG00000015479"	12090
"ENSG00000015520"	5252
"ENSG00000015532"	5472
"ENSG00000015568"	14185
"ENSG00000015592"	3294
"ENSG00000015676"	9893
"ENSG00000016082"	2817
"ENSG00000016391"	7787
"ENSG00000016402"	4730
"ENSG00000016490"	3340
"ENSG00000016602"	3447
"ENSG00000016864"	3783
"ENSG00000017260"	8533
"ENSG00000017427"	8122
"ENSG00000017483"	4018
"ENSG00000017797"	8041
"ENSG00000018189"	9405
"ENSG00000018236"	7492
"ENSG00000018280"	8676
"ENSG00000018408"	8413
"ENSG00000018510"	8839
"ENSG00000018607"	1774
"ENSG00000018610"	2580
"ENSG00000018625"	6298
"ENSG00000018699"	3443
"ENSG00000018869"	3350
"ENSG00000019102"	1447
"ENSG00000019144"	21715
"ENSG00000019169"	2079
"ENSG00000019186"	3988
"ENSG00000019485"	13940
"ENSG00000019505"	5445
"ENSG00000019549"	3281
"ENSG00000019582"	4780
"ENSG00000019991"	9753
"ENSG00000019995"	5993
"ENSG00000020129"	4917
"ENSG00000020181"	7061
"ENSG00000020219"	1674
"ENSG00000020256"	6790
"ENSG00000020426"	3877
"ENSG00000020577"	12170
"ENSG00000020633"	4523
"ENSG00000020922"	7689
"ENSG00000021300"	4933
"ENSG00000021355"	3047
"ENSG00000021461"	2637
"ENSG00000021488"	2598
"ENSG00000021574"	9490
"ENSG00000021645"	15535
"ENSG00000021762"	7473
"ENSG00000021776"	13431
"ENSG00000021826"	10775
"ENSG00000021852"	2732
"ENSG00000022267"	5956
"ENSG00000022277"	4063
"ENSG00000022355"	6602
"ENSG00000022556"	6313
"ENSG00000022567"	8608
"ENSG00000022840"	5900
"ENSG00000022976"	5590
"ENSG00000023041"	3748
"ENSG00000023171"	14944
"ENSG00000023191"	7374
"ENSG00000023228"	12174
"ENSG00000023287"	7613
"ENSG00000023318"	4808
"ENSG00000023330"	2536
"ENSG00000023445"	7518
"ENSG00000023516"	9915
"ENSG00000023572"	6210
"ENSG00000023608"	2593
"ENSG00000023697"	2813
"ENSG00000023734"	2215
"ENSG00000023839"	7837
"ENSG00000023892"	2579
"ENSG00000023902"	6629
"ENSG00000023909"	5426
"ENSG00000024048"	8840
"ENSG00000024422"	3844
"ENSG00000024526"	5904
"ENSG00000024862"	1507
"ENSG00000025039"	5072
"ENSG00000025156"	2702
"ENSG00000025293"	8372
"ENSG00000025423"	2272
"ENSG00000025434"	4534
"ENSG00000025708"	3600
"ENSG00000025770"	4459
"ENSG00000025772"	1973
"ENSG00000025796"	8606
"ENSG00000025800"	7457
"ENSG00000026025"	5176
"ENSG00000026036"	9093
"ENSG00000026103"	5578
"ENSG00000026297"	7643
"ENSG00000026508"	10004
"ENSG00000026559"	5415
"ENSG00000026652"	8781
"ENSG00000026751"	4833
"ENSG00000026950"	5539
"ENSG00000027001"	3388
"ENSG00000027075"	8830
"ENSG00000027644"	5200
"ENSG00000027697"	3277
"ENSG00000027847"	4878
"ENSG00000027869"	2512
"ENSG00000028116"	3531
"ENSG00000028137"	3778
"ENSG00000028203"	8766
"ENSG00000028277"	9072
"ENSG00000028310"	9549
"ENSG00000028528"	9789
"ENSG00000028839"	5039
"ENSG00000029153"	6983
"ENSG00000029363"	9533
"ENSG00000029364"	7138
"ENSG00000029534"	10797
"ENSG00000029559"	1573
"ENSG00000029639"	4111
"ENSG00000029725"	7059
"ENSG00000029993"	3914
"ENSG00000030066"	8576
"ENSG00000030110"	2212
"ENSG00000030304"	4246
"ENSG00000030419"	12240
"ENSG00000030582"	3524
"ENSG00000031003"	6808
"ENSG00000031081"	9384
"ENSG00000031691"	1741
"ENSG00000031698"	3849
"ENSG00000031823"	7445
"ENSG00000032219"	7568
"ENSG00000032389"	5775
"ENSG00000032444"	7172
"ENSG00000032742"	6111
"ENSG00000033011"	4553
"ENSG00000033030"	9124
"ENSG00000033050"	5158
"ENSG00000033100"	4205
"ENSG00000033122"	14789
"ENSG00000033170"	6700
"ENSG00000033178"	11408
"ENSG00000033327"	6775
"ENSG00000033627"	10955
"ENSG00000033800"	10776
"ENSG00000033867"	9616
"ENSG00000034053"	6869
"ENSG00000034152"	3783
"ENSG00000034239"	5822
"ENSG00000034510"	461
"ENSG00000034533"	3427
"ENSG00000034677"	5852
"ENSG00000034693"	2830
"ENSG00000034713"	3010
"ENSG00000034971"	2104
"ENSG00000035115"	11165
"ENSG00000035141"	3086
"ENSG00000035403"	9992
"ENSG00000035499"	3806
"ENSG00000035664"	13612
"ENSG00000035681"	6170
"ENSG00000035687"	3441
"ENSG00000035720"	1951
"ENSG00000035862"	5633
"ENSG00000035928"	6719
"ENSG00000036054"	5176
"ENSG00000036257"	11505
"ENSG00000036448"	7056
"ENSG00000036473"	1683
"ENSG00000036530"	9352
"ENSG00000036549"	9008
"ENSG00000036565"	3910
"ENSG00000036672"	4523
"ENSG00000036828"	12005
"ENSG00000037042"	2793
"ENSG00000037241"	1164
"ENSG00000037280"	8852
"ENSG00000037474"	5506
"ENSG00000037637"	9009
"ENSG00000037749"	7795
"ENSG00000037757"	3466
"ENSG00000037897"	1947
"ENSG00000037965"	2417
"ENSG00000038002"	2605
"ENSG00000038210"	3685
"ENSG00000038219"	15862
"ENSG00000038274"	5135
"ENSG00000038295"	8105
"ENSG00000038358"	6140
"ENSG00000038382"	17860
"ENSG00000038427"	14678
"ENSG00000038532"	12523
"ENSG00000038945"	7812
"ENSG00000039068"	6103
"ENSG00000039123"	6347
"ENSG00000039139"	16475
"ENSG00000039319"	15490
"ENSG00000039523"	6729
"ENSG00000039537"	4739
"ENSG00000039560"	7581
"ENSG00000039600"	3489
"ENSG00000039650"	4545
"ENSG00000039987"	2646
"ENSG00000040199"	12493
"ENSG00000040275"	4775
"ENSG00000040341"	8964
"ENSG00000040487"	2686
"ENSG00000040531"	3398
"ENSG00000040608"	3126
"ENSG00000040633"	2733
"ENSG00000040731"	3660
"ENSG00000040933"	13187
"ENSG00000041353"	7154
"ENSG00000041357"	6994
"ENSG00000041515"	8816
"ENSG00000041802"	4801
"ENSG00000041880"	2928
"ENSG00000041982"	9639
"ENSG00000041988"	4072
"ENSG00000042062"	6008
"ENSG00000042088"	6227
"ENSG00000042286"	5135
"ENSG00000042304"	3486
"ENSG00000042317"	6872
"ENSG00000042429"	16610
"ENSG00000042445"	4049
"ENSG00000042493"	2419
"ENSG00000042753"	1704
"ENSG00000042781"	20561
"ENSG00000042813"	2625
"ENSG00000042832"	11132
"ENSG00000042980"	9351
"ENSG00000043039"	3660
"ENSG00000043093"	8412
"ENSG00000043143"	9877
"ENSG00000043355"	3290
"ENSG00000043462"	6839
"ENSG00000043514"	6533
"ENSG00000043591"	2853
"ENSG00000044012"	604
"ENSG00000044090"	5628
"ENSG00000044115"	8830
"ENSG00000044446"	9029
"ENSG00000044459"	11064
"ENSG00000044524"	6577
"ENSG00000044574"	3921
"ENSG00000046604"	6056
"ENSG00000046647"	2424
"ENSG00000046651"	5176
"ENSG00000046653"	5767
"ENSG00000046774"	1994
"ENSG00000046889"	12132
"ENSG00000047056"	6000
"ENSG00000047188"	10805
"ENSG00000047230"	5531
"ENSG00000047249"	5104
"ENSG00000047315"	5891
"ENSG00000047346"	9832
"ENSG00000047365"	12427
"ENSG00000047410"	12350
"ENSG00000047457"	7072
"ENSG00000047578"	9784
"ENSG00000047579"	3052
"ENSG00000047597"	5174
"ENSG00000047617"	6255
"ENSG00000047621"	4932
"ENSG00000047634"	5497
"ENSG00000047644"	7114
"ENSG00000047648"	8893
"ENSG00000047662"	6622
"ENSG00000047849"	14943
"ENSG00000047932"	4628
"ENSG00000047936"	7856
"ENSG00000048028"	5719
"ENSG00000048052"	16827
"ENSG00000048140"	5215
"ENSG00000048162"	2862
"ENSG00000048342"	9556
"ENSG00000048392"	5548
"ENSG00000048405"	5793
"ENSG00000048462"	1015
"ENSG00000048471"	11299
"ENSG00000048540"	10002
"ENSG00000048544"	2100
"ENSG00000048545"	1963
"ENSG00000048649"	15740
"ENSG00000048707"	20768
"ENSG00000048740"	10978
"ENSG00000048828"	7246
"ENSG00000048991"	7898
"ENSG00000049089"	4215
"ENSG00000049130"	6205
"ENSG00000049167"	5448
"ENSG00000049192"	8565
"ENSG00000049239"	9321
"ENSG00000049245"	2733
"ENSG00000049246"	8099
"ENSG00000049247"	1791
"ENSG00000049249"	6331
"ENSG00000049283"	4503
"ENSG00000049323"	7348
"ENSG00000049449"	4675
"ENSG00000049540"	6542
"ENSG00000049541"	2211
"ENSG00000049618"	44677
"ENSG00000049656"	6549
"ENSG00000049759"	17596
"ENSG00000049768"	3212
"ENSG00000049769"	4333
"ENSG00000049860"	5015
"ENSG00000049883"	12115
"ENSG00000050030"	11869
"ENSG00000050130"	4350
"ENSG00000050165"	5059
"ENSG00000050327"	5818
"ENSG00000050344"	4303
"ENSG00000050393"	6057
"ENSG00000050405"	6317
"ENSG00000050426"	6032
"ENSG00000050438"	17920
"ENSG00000050555"	7502
"ENSG00000050628"	9653
"ENSG00000050730"	3749
"ENSG00000050748"	8955
"ENSG00000050767"	3604
"ENSG00000050820"	9199
"ENSG00000051009"	4736
"ENSG00000051108"	5062
"ENSG00000051128"	3422
"ENSG00000051180"	3084
"ENSG00000051341"	9382
"ENSG00000051382"	7850
"ENSG00000051523"	3253
"ENSG00000051596"	3453
"ENSG00000051620"	10352
"ENSG00000051825"	10304
"ENSG00000052126"	12558
"ENSG00000052344"	2975
"ENSG00000052723"	5894
"ENSG00000052749"	8529
"ENSG00000052795"	10981
"ENSG00000052802"	2852
"ENSG00000052841"	11296
"ENSG00000052850"	5727
"ENSG00000053108"	6711
"ENSG00000053254"	11033
"ENSG00000053328"	1774
"ENSG00000053371"	1781
"ENSG00000053372"	2556
"ENSG00000053438"	1329
"ENSG00000053501"	2431
"ENSG00000053524"	20568
"ENSG00000053702"	2814
"ENSG00000053747"	14678
"ENSG00000053770"	13019
"ENSG00000053900"	7494
"ENSG00000053918"	4447
"ENSG00000054116"	3527
"ENSG00000054118"	4720
"ENSG00000054148"	1612
"ENSG00000054179"	2640
"ENSG00000054219"	8805
"ENSG00000054267"	11073
"ENSG00000054277"	3724
"ENSG00000054282"	5321
"ENSG00000054356"	8228
"ENSG00000054392"	6645
"ENSG00000054523"	17720
"ENSG00000054598"	3983
"ENSG00000054611"	5315
"ENSG00000054654"	31374
"ENSG00000054690"	10817
"ENSG00000054793"	8317
"ENSG00000054796"	1867
"ENSG00000054803"	3024
"ENSG00000054938"	3135
"ENSG00000054965"	7887
"ENSG00000054967"	6187
"ENSG00000054983"	6736
"ENSG00000055044"	3274
"ENSG00000055070"	4742
"ENSG00000055118"	5877
"ENSG00000055130"	4152
"ENSG00000055147"	6523
"ENSG00000055163"	10498
"ENSG00000055208"	5922
"ENSG00000055211"	2250
"ENSG00000055332"	10753
"ENSG00000055483"	9235
"ENSG00000055609"	20114
"ENSG00000055732"	6624
"ENSG00000055813"	4114
"ENSG00000055917"	6978
"ENSG00000055950"	3573
"ENSG00000055955"	4697
"ENSG00000055957"	4541
"ENSG00000056050"	1422
"ENSG00000056097"	6771
"ENSG00000056277"	4638
"ENSG00000056291"	2359
"ENSG00000056487"	6007
"ENSG00000056558"	4476
"ENSG00000056586"	11563
"ENSG00000056736"	3044
"ENSG00000056972"	7871
"ENSG00000056998"	3621
"ENSG00000057019"	11280
"ENSG00000057149"	1707
"ENSG00000057252"	7005
"ENSG00000057294"	7043
"ENSG00000057468"	3270
"ENSG00000057593"	3795
"ENSG00000057608"	3918
"ENSG00000057657"	6750
"ENSG00000057663"	5655
"ENSG00000057704"	6512
"ENSG00000057757"	2173
"ENSG00000057935"	10580
"ENSG00000058056"	8155
"ENSG00000058063"	9187
"ENSG00000058085"	6543
"ENSG00000058091"	7017
"ENSG00000058262"	4640
"ENSG00000058272"	11864
"ENSG00000058335"	9929
"ENSG00000058404"	8159
"ENSG00000058453"	8875
"ENSG00000058600"	9486
"ENSG00000058668"	9721
"ENSG00000058673"	12798
"ENSG00000058729"	5489
"ENSG00000058799"	2036
"ENSG00000058804"	4720
"ENSG00000058866"	10975
"ENSG00000059122"	8419
"ENSG00000059145"	7494
"ENSG00000059377"	6271
"ENSG00000059378"	6285
"ENSG00000059573"	3759
"ENSG00000059588"	7819
"ENSG00000059691"	11741
"ENSG00000059728"	6351
"ENSG00000059758"	6467
"ENSG00000059769"	2604
"ENSG00000059804"	6071
"ENSG00000059915"	5979
"ENSG00000060069"	7415
"ENSG00000060138"	8621
"ENSG00000060140"	3440
"ENSG00000060237"	14384
"ENSG00000060303"	408
"ENSG00000060339"	6059
"ENSG00000060491"	4702
"ENSG00000060558"	2613
"ENSG00000060566"	2648
"ENSG00000060642"	3382
"ENSG00000060656"	6682
"ENSG00000060688"	3887
"ENSG00000060709"	9655
"ENSG00000060718"	9091
"ENSG00000060749"	10899
"ENSG00000060762"	1546
"ENSG00000060971"	7106
"ENSG00000060982"	11415
"ENSG00000061273"	9928
"ENSG00000061337"	5706
"ENSG00000061455"	9230
"ENSG00000061492"	2089
"ENSG00000061656"	2240
"ENSG00000061676"	22520
"ENSG00000061794"	1930
"ENSG00000061918"	3907
"ENSG00000061936"	10157
"ENSG00000061938"	5153
"ENSG00000061987"	16014
"ENSG00000062038"	6076
"ENSG00000062096"	2204
"ENSG00000062194"	6472
"ENSG00000062282"	7904
"ENSG00000062370"	3848
"ENSG00000062485"	6401
"ENSG00000062524"	3491
"ENSG00000062582"	2607
"ENSG00000062598"	6597
"ENSG00000062650"	7205
"ENSG00000062716"	6854
"ENSG00000062725"	9890
"ENSG00000062822"	4934
"ENSG00000063015"	5115
"ENSG00000063046"	6146
"ENSG00000063127"	3599
"ENSG00000063169"	7507
"ENSG00000063176"	6009
"ENSG00000063177"	3857
"ENSG00000063180"	1946
"ENSG00000063241"	4408
"ENSG00000063244"	4115
"ENSG00000063245"	17616
"ENSG00000063322"	3835
"ENSG00000063438"	4510
"ENSG00000063515"	1033
"ENSG00000063587"	8147
"ENSG00000063601"	6328
"ENSG00000063660"	6522
"ENSG00000063761"	5293
"ENSG00000063854"	5839
"ENSG00000063978"	7141
"ENSG00000064012"	7243
"ENSG00000064042"	10862
"ENSG00000064102"	3059
"ENSG00000064115"	5504
"ENSG00000064195"	2715
"ENSG00000064199"	5205
"ENSG00000064201"	3793
"ENSG00000064205"	4981
"ENSG00000064218"	2697
"ENSG00000064225"	6288
"ENSG00000064270"	7352
"ENSG00000064300"	4141
"ENSG00000064309"	10600
"ENSG00000064313"	6526
"ENSG00000064393"	15622
"ENSG00000064419"	4676
"ENSG00000064489"	1929
"ENSG00000064490"	2503
"ENSG00000064545"	3281
"ENSG00000064547"	2975
"ENSG00000064601"	5856
"ENSG00000064607"	8468
"ENSG00000064651"	10653
"ENSG00000064652"	3474
"ENSG00000064655"	3618
"ENSG00000064666"	3640
"ENSG00000064687"	8367
"ENSG00000064692"	7269
"ENSG00000064703"	5585
"ENSG00000064726"	4169
"ENSG00000064763"	5411
"ENSG00000064787"	8186
"ENSG00000064835"	1569
"ENSG00000064886"	3295
"ENSG00000064932"	6610
"ENSG00000064933"	5454
"ENSG00000064961"	3857
"ENSG00000064989"	7309
"ENSG00000064995"	2007
"ENSG00000064999"	8498
"ENSG00000065000"	8613
"ENSG00000065029"	6782
"ENSG00000065054"	3516
"ENSG00000065057"	2430
"ENSG00000065060"	9908
"ENSG00000065135"	27173
"ENSG00000065150"	9665
"ENSG00000065154"	3388
"ENSG00000065183"	10276
"ENSG00000065243"	6897
"ENSG00000065268"	2357
"ENSG00000065308"	7047
"ENSG00000065320"	6415
"ENSG00000065325"	5696
"ENSG00000065328"	5454
"ENSG00000065357"	10098
"ENSG00000065361"	9039
"ENSG00000065371"	4518
"ENSG00000065413"	12826
"ENSG00000065427"	4065
"ENSG00000065457"	4486
"ENSG00000065485"	4067
"ENSG00000065491"	3462
"ENSG00000065518"	1877
"ENSG00000065526"	13447
"ENSG00000065534"	22167
"ENSG00000065548"	3026
"ENSG00000065559"	5709
"ENSG00000065600"	2914
"ENSG00000065609"	6651
"ENSG00000065613"	8035
"ENSG00000065615"	9621
"ENSG00000065618"	6989
"ENSG00000065621"	9926
"ENSG00000065665"	3916
"ENSG00000065675"	3295
"ENSG00000065717"	4150
"ENSG00000065802"	7407
"ENSG00000065809"	7019
"ENSG00000065833"	3338
"ENSG00000065882"	9035
"ENSG00000065883"	24618
"ENSG00000065911"	4822
"ENSG00000065923"	9980
"ENSG00000065970"	6297
"ENSG00000065978"	3395
"ENSG00000065989"	6762
"ENSG00000066027"	3942
"ENSG00000066032"	7535
"ENSG00000066044"	6962
"ENSG00000066056"	6705
"ENSG00000066084"	10351
"ENSG00000066117"	5136
"ENSG00000066135"	5184
"ENSG00000066136"	5990
"ENSG00000066185"	2181
"ENSG00000066230"	5635
"ENSG00000066248"	4647
"ENSG00000066279"	10888
"ENSG00000066294"	9255
"ENSG00000066322"	2506
"ENSG00000066336"	2069
"ENSG00000066379"	3672
"ENSG00000066382"	8197
"ENSG00000066405"	3715
"ENSG00000066422"	7416
"ENSG00000066427"	9661
"ENSG00000066455"	3205
"ENSG00000066468"	7578
"ENSG00000066557"	2843
"ENSG00000066583"	1942
"ENSG00000066629"	8935
"ENSG00000066651"	5722
"ENSG00000066654"	6501
"ENSG00000066697"	3253
"ENSG00000066735"	6756
"ENSG00000066739"	14256
"ENSG00000066777"	11059
"ENSG00000066813"	8158
"ENSG00000066827"	8900
"ENSG00000066855"	4629
"ENSG00000066923"	8583
"ENSG00000066926"	8772
"ENSG00000066933"	20320
"ENSG00000067048"	5720
"ENSG00000067057"	5554
"ENSG00000067064"	4345
"ENSG00000067066"	14134
"ENSG00000067082"	6139
"ENSG00000067113"	1935
